patrol_id,date_id,date,zone_id,ranger_id,hours_patrolled,sightings_count,risk_score
4620,1091,2025-12-26,2,38,7,2,0.38
4621,904,2025-06-22,12,3,6,0,0.62
4622,520,2024-06-03,19,14,4,5,0.68
4623,122,2023-05-02,18,3,3,1,0.19
4624,340,2023-12-06,10,9,6,0,0.85
4625,175,2023-06-24,5,7,8,5,0.12
4626,597,2024-08-19,11,26,5,5,0.15
4627,451,2024-03-26,1,7,8,1,0.71
4628,557,2024-07-10,3,7,4,2,0.72
4629,1040,2025-11-05,17,36,3,2,0.63
4630,9,2023-01-09,15,13,4,5,0.52
4631,334,2023-11-30,14,3,7,4,0.33
4632,1017,2025-10-13,15,20,5,0,0.77
4633,327,2023-11-23,16,9,7,4,0.66
4634,15,2023-01-15,4,22,8,3,0.87
4635,839,2025-04-18,19,33,8,2,0.46
4636,226,2023-08-14,8,23,6,5,0.48
4637,113,2023-04-23,6,23,4,5,0.73
4638,1,2023-01-01,16,38,7,4,0.89
4639,266,2023-09-23,3,26,6,3,0.82
4640,952,2025-08-09,8,32,5,1,0.34
4641,306,2023-11-02,5,28,8,0,0.86
4642,12,2023-01-12,5,30,7,3,0.26
4643,937,2025-07-25,12,40,4,0,0.44
4644,420,2024-02-24,1,17,7,2,0.81
4645,889,2025-06-07,7,18,5,5,0.35
4646,171,2023-06-20,11,25,6,1,0.38
4647,134,2023-05-14,10,4,7,2,0.9
4648,965,2025-08-22,3,26,7,3,0.46
4649,1049,2025-11-14,8,31,8,1,0.86
4650,658,2024-10-19,1,12,3,3,0.32
4651,179,2023-06-28,8,18,6,0,0.5
4652,1080,2025-12-15,20,10,8,2,0.41
4653,111,2023-04-21,11,36,3,0,0.55
4654,137,2023-05-17,7,2,3,1,0.82
4655,232,2023-08-20,16,25,8,4,0.89
4656,992,2025-09-18,7,9,5,0,0.5
4657,468,2024-04-12,13,32,5,1,0.24
4658,732,2025-01-01,10,5,4,1,0.14
4659,481,2024-04-25,17,3,8,3,0.23
4660,1092,2025-12-27,3,17,6,0,0.7
4661,814,2025-03-24,7,13,6,2,0.58
4662,994,2025-09-20,11,3,5,0,0.7
4663,323,2023-11-19,13,28,5,3,0.86
4664,922,2025-07-10,5,4,3,1,0.67
4665,904,2025-06-22,19,18,5,2,0.72
4666,606,2024-08-28,15,35,7,4,0.44
4667,429,2024-03-04,1,14,6,5,0.51
4668,148,2023-05-28,5,16,4,2,0.76
4669,850,2025-04-29,13,12,3,5,0.61
4670,367,2024-01-02,10,11,7,0,0.53
4671,850,2025-04-29,5,2,5,2,0.28
4672,1090,2025-12-25,1,33,4,0,0.58
4673,813,2025-03-23,10,13,5,2,0.33
4674,175,2023-06-24,18,30,8,0,0.57
4675,588,2024-08-10,8,26,7,5,0.47
4676,495,2024-05-09,20,18,8,1,0.18
4677,973,2025-08-30,3,13,8,1,0.79
4678,35,2023-02-04,19,4,4,0,0.57
4679,999,2025-09-25,19,33,8,0,0.82
4680,538,2024-06-21,2,15,5,4,0.84
4681,750,2025-01-19,17,17,7,0,0.51
4682,1038,2025-11-03,16,6,7,3,0.64
4683,374,2024-01-09,10,5,4,5,0.82
4684,557,2024-07-10,16,33,8,0,0.64
4685,233,2023-08-21,5,16,8,1,0.3
4686,705,2024-12-05,20,24,7,2,0.31
4687,563,2024-07-16,3,5,5,1,0.44
4688,939,2025-07-27,3,3,4,3,0.13
4689,887,2025-06-05,2,35,8,2,0.4
4690,726,2024-12-26,4,27,8,1,0.21
4691,76,2023-03-17,18,12,3,0,0.76
4692,439,2024-03-14,2,25,7,5,0.73
4693,699,2024-11-29,6,17,5,0,0.24
4694,915,2025-07-03,3,20,4,2,0.33
4695,891,2025-06-09,3,28,8,5,0.56
4696,692,2024-11-22,2,35,3,4,0.3
4697,253,2023-09-10,3,15,3,3,0.14
4698,1061,2025-11-26,17,33,6,1,0.71
4699,410,2024-02-14,14,3,8,1,0.17
4700,127,2023-05-07,7,7,6,3,0.64
4701,592,2024-08-14,6,10,8,1,0.22
4702,294,2023-10-21,8,26,4,2,0.11
4703,1020,2025-10-16,19,40,7,4,0.55
4704,310,2023-11-06,19,6,8,2,0.33
4705,662,2024-10-23,12,33,5,4,0.2
4706,528,2024-06-11,5,16,7,5,0.65
4707,540,2024-06-23,5,24,5,0,0.62
4708,419,2024-02-23,14,30,5,4,0.43
4709,444,2024-03-19,17,10,6,4,0.17
4710,685,2024-11-15,16,11,6,4,0.47
4711,840,2025-04-19,4,22,7,1,0.18
4712,236,2023-08-24,8,3,4,4,0.9
4713,214,2023-08-02,3,38,5,3,0.29
4714,85,2023-03-26,5,40,6,0,0.1
4715,794,2025-03-04,7,23,4,0,0.28
4716,85,2023-03-26,18,19,6,1,0.6
4717,65,2023-03-06,8,40,5,2,0.88
4718,663,2024-10-24,11,13,3,3,0.52
4719,627,2024-09-18,14,36,6,2,0.46
4720,64,2023-03-05,18,3,4,4,0.89
4721,939,2025-07-27,13,22,7,2,0.23
4722,919,2025-07-07,6,25,7,3,0.26
4723,491,2024-05-05,13,20,5,1,0.4
4724,313,2023-11-09,1,28,8,1,0.7
4725,615,2024-09-06,11,3,3,4,0.34
4726,919,2025-07-07,7,22,6,3,0.48
4727,813,2025-03-23,10,37,8,1,0.85
4728,940,2025-07-28,2,38,6,4,0.8
4729,680,2024-11-10,16,18,3,2,0.86
4730,435,2024-03-10,5,20,5,3,0.23
4731,682,2024-11-12,16,5,5,1,0.49
4732,1074,2025-12-09,16,9,4,3,0.67
4733,340,2023-12-06,15,29,4,1,0.69
4734,347,2023-12-13,9,17,4,5,0.54
4735,646,2024-10-07,1,12,5,1,0.76
4736,649,2024-10-10,9,26,6,3,0.13
4737,245,2023-09-02,11,33,7,1,0.26
4738,109,2023-04-19,5,33,5,2,0.36
4739,533,2024-06-16,6,36,3,4,0.68
4740,296,2023-10-23,8,29,7,5,0.82
4741,112,2023-04-22,15,22,5,0,0.52
4742,343,2023-12-09,16,18,8,3,0.67
4743,101,2023-04-11,18,17,5,3,0.58
4744,629,2024-09-20,12,24,4,4,0.84
4745,28,2023-01-28,4,22,6,2,0.82
4746,937,2025-07-25,16,5,8,0,0.75
4747,58,2023-02-27,11,1,6,2,0.32
4748,297,2023-10-24,7,19,7,3,0.4
4749,134,2023-05-14,15,30,5,0,0.43
4750,249,2023-09-06,17,39,4,1,0.1
4751,1021,2025-10-17,15,15,8,5,0.28
4752,550,2024-07-03,10,35,3,3,0.67
4753,902,2025-06-20,4,5,5,2,0.54
4754,834,2025-04-13,17,6,4,4,0.87
4755,771,2025-02-09,4,25,3,1,0.12
4756,146,2023-05-26,11,11,3,0,0.4
4757,893,2025-06-11,4,22,7,3,0.67
4758,344,2023-12-10,12,34,6,4,0.21
4759,1059,2025-11-24,10,14,6,4,0.5
4760,702,2024-12-02,14,9,7,2,0.11
4761,1,2023-01-01,18,20,5,5,0.24
4762,153,2023-06-02,6,16,8,4,0.85
4763,429,2024-03-04,5,17,4,2,0.58
4764,508,2024-05-22,2,17,8,0,0.71
4765,491,2024-05-05,13,34,8,3,0.18
4766,345,2023-12-11,14,11,6,0,0.29
4767,221,2023-08-09,3,35,8,5,0.25
4768,723,2024-12-23,11,34,7,2,0.32
4769,1049,2025-11-14,4,36,6,0,0.31
4770,528,2024-06-11,13,8,6,3,0.55
4771,841,2025-04-20,8,19,6,3,0.66
4772,1066,2025-12-01,8,33,5,4,0.54
4773,481,2024-04-25,13,23,7,5,0.34
4774,930,2025-07-18,10,2,6,2,0.66
4775,872,2025-05-21,13,8,6,0,0.54
4776,345,2023-12-11,13,29,7,4,0.61
4777,45,2023-02-14,17,7,3,4,0.27
4778,21,2023-01-21,6,29,8,0,0.87
4779,1094,2025-12-29,2,31,5,2,0.36
4780,873,2025-05-22,17,30,5,2,0.4
4781,48,2023-02-17,12,35,8,5,0.53
4782,551,2024-07-04,6,25,4,3,0.14
4783,287,2023-10-14,5,4,4,2,0.25
4784,1002,2025-09-28,5,38,8,4,0.75
4785,1034,2025-10-30,9,17,3,3,0.74
4786,542,2024-06-25,3,10,4,1,0.21
4787,756,2025-01-25,20,1,6,3,0.57
4788,274,2023-10-01,5,18,6,4,0.15
4789,956,2025-08-13,7,19,8,5,0.16
4790,600,2024-08-22,12,32,4,0,0.74
4791,381,2024-01-16,7,31,8,0,0.48
4792,479,2024-04-23,10,33,5,5,0.84
4793,15,2023-01-15,8,22,3,5,0.48
4794,516,2024-05-30,17,1,6,0,0.75
4795,191,2023-07-10,5,35,3,4,0.61
4796,621,2024-09-12,15,17,4,5,0.44
4797,154,2023-06-03,9,34,7,3,0.54
4798,272,2023-09-29,11,29,8,0,0.85
4799,143,2023-05-23,13,6,8,2,0.16
4800,1093,2025-12-28,18,1,3,1,0.52
4801,247,2023-09-04,17,27,3,0,0.14
4802,788,2025-02-26,9,12,4,5,0.54
4803,79,2023-03-20,10,4,4,0,0.59
4804,623,2024-09-14,5,16,6,1,0.75
4805,525,2024-06-08,11,11,7,2,0.74
4806,772,2025-02-10,15,20,7,1,0.11
4807,938,2025-07-26,2,26,3,0,0.16
4808,617,2024-09-08,20,28,7,0,0.65
4809,1032,2025-10-28,14,8,4,3,0.25
4810,67,2023-03-08,5,2,8,5,0.52
4811,191,2023-07-10,6,40,4,4,0.29
4812,768,2025-02-06,15,26,4,3,0.77
4813,521,2024-06-04,4,27,3,3,0.64
4814,990,2025-09-16,10,33,5,3,0.45
4815,267,2023-09-24,19,7,4,3,0.28
4816,485,2024-04-29,9,36,7,3,0.63
4817,376,2024-01-11,10,21,7,2,0.38
4818,653,2024-10-14,4,34,4,5,0.57
4819,549,2024-07-02,4,23,8,4,0.63
4820,73,2023-03-14,6,34,5,4,0.21
4821,308,2023-11-04,8,40,3,5,0.14
4822,199,2023-07-18,16,7,4,4,0.49
4823,572,2024-07-25,8,26,3,2,0.23
4824,791,2025-03-01,16,40,5,2,0.17
4825,179,2023-06-28,6,17,4,5,0.17
4826,197,2023-07-16,17,31,8,2,0.66
4827,735,2025-01-04,1,39,4,0,0.82
4828,89,2023-03-30,19,25,4,4,0.85
4829,799,2025-03-09,18,37,6,1,0.85
4830,788,2025-02-26,17,15,4,3,0.64
4831,748,2025-01-17,17,2,4,0,0.84
4832,209,2023-07-28,12,11,8,0,0.21
4833,493,2024-05-07,12,32,5,3,0.58
4834,665,2024-10-26,6,30,5,0,0.71
4835,1037,2025-11-02,7,17,6,2,0.85
4836,871,2025-05-20,8,24,4,0,0.36
4837,732,2025-01-01,3,4,7,4,0.57
4838,698,2024-11-28,17,32,3,4,0.42
4839,594,2024-08-16,8,19,8,5,0.53
4840,886,2025-06-04,11,3,4,5,0.5
4841,852,2025-05-01,20,4,8,1,0.78
4842,325,2023-11-21,18,25,6,4,0.76
4843,979,2025-09-05,16,9,7,3,0.42
4844,956,2025-08-13,13,21,5,3,0.32
4845,894,2025-06-12,9,23,3,4,0.78
4846,144,2023-05-24,19,29,6,2,0.86
4847,384,2024-01-19,7,30,5,4,0.11
4848,216,2023-08-04,17,25,4,2,0.5
4849,324,2023-11-20,8,29,6,5,0.72
4850,1039,2025-11-04,8,34,4,3,0.89
4851,217,2023-08-05,3,14,6,4,0.52
4852,951,2025-08-08,16,22,6,5,0.68
4853,183,2023-07-02,12,16,4,1,0.85
4854,270,2023-09-27,15,11,6,3,0.4
4855,945,2025-08-02,4,14,8,1,0.81
4856,870,2025-05-19,7,7,5,3,0.31
4857,467,2024-04-11,11,5,8,0,0.68
4858,305,2023-11-01,5,40,8,5,0.86
4859,111,2023-04-21,13,29,5,0,0.62
4860,1014,2025-10-10,11,17,3,0,0.4
4861,232,2023-08-20,5,30,3,1,0.16
4862,595,2024-08-17,8,25,6,2,0.26
4863,173,2023-06-22,17,14,5,3,0.68
4864,973,2025-08-30,11,22,8,0,0.89
4865,1031,2025-10-27,19,5,4,1,0.78
4866,546,2024-06-29,18,40,6,3,0.73
4867,548,2024-07-01,10,28,8,0,0.11
4868,518,2024-06-01,5,12,4,0,0.69
4869,914,2025-07-02,1,36,7,0,0.76
4870,215,2023-08-03,17,13,3,1,0.36
4871,134,2023-05-14,17,21,6,2,0.9
4872,285,2023-10-12,1,32,6,5,0.13
4873,686,2024-11-16,1,21,4,5,0.41
4874,331,2023-11-27,9,37,3,0,0.27
4875,894,2025-06-12,4,38,4,0,0.88
4876,899,2025-06-17,9,9,4,2,0.64
4877,78,2023-03-19,14,37,3,5,0.43
4878,947,2025-08-04,15,2,7,2,0.88
4879,688,2024-11-18,16,3,5,4,0.15
4880,21,2023-01-21,16,10,8,0,0.28
4881,566,2024-07-19,13,35,5,5,0.44
4882,827,2025-04-06,14,9,7,3,0.2
4883,179,2023-06-28,9,40,3,4,0.9
4884,1083,2025-12-18,9,32,6,3,0.56
4885,905,2025-06-23,4,21,3,2,0.23
4886,669,2024-10-30,10,34,8,5,0.3
4887,191,2023-07-10,3,25,4,4,0.42
4888,708,2024-12-08,9,32,8,1,0.68
4889,1059,2025-11-24,19,37,3,4,0.34
4890,379,2024-01-14,16,22,5,4,0.34
4891,387,2024-01-22,16,25,6,2,0.6
4892,237,2023-08-25,17,1,8,0,0.14
4893,616,2024-09-07,18,36,7,2,0.67
4894,283,2023-10-10,10,21,3,2,0.54
4895,1,2023-01-01,19,16,6,2,0.45
4896,464,2024-04-08,15,32,8,3,0.41
4897,967,2025-08-24,15,21,6,5,0.28
4898,172,2023-06-21,11,28,5,1,0.29
4899,843,2025-04-22,8,19,4,3,0.5
4900,690,2024-11-20,16,14,6,4,0.26
4901,575,2024-07-28,10,23,6,2,0.55
4902,165,2023-06-14,9,24,3,5,0.62
4903,383,2024-01-18,15,20,7,0,0.47
4904,209,2023-07-28,5,32,3,2,0.19
4905,224,2023-08-12,20,40,5,3,0.85
4906,3,2023-01-03,2,10,6,5,0.77
4907,372,2024-01-07,16,1,4,1,0.86
4908,611,2024-09-02,18,31,6,3,0.39
4909,116,2023-04-26,16,37,4,2,0.13
4910,447,2024-03-22,5,15,4,5,0.45
4911,415,2024-02-19,1,40,8,1,0.47
4912,892,2025-06-10,19,31,8,0,0.67
4913,1048,2025-11-13,10,28,4,3,0.69
4914,663,2024-10-24,13,10,7,5,0.44
4915,1074,2025-12-09,11,6,3,3,0.88
4916,718,2024-12-18,15,15,8,5,0.19
4917,1051,2025-11-16,2,27,5,4,0.82
4918,271,2023-09-28,6,10,8,5,0.72
4919,562,2024-07-15,11,21,7,1,0.53
4920,804,2025-03-14,15,19,7,3,0.71
4921,247,2023-09-04,9,4,4,4,0.7
4922,387,2024-01-22,12,22,7,0,0.23
4923,702,2024-12-02,4,38,5,5,0.53
4924,559,2024-07-12,14,15,5,3,0.48
4925,973,2025-08-30,3,6,6,3,0.5
4926,984,2025-09-10,17,11,7,2,0.23
4927,352,2023-12-18,13,30,8,3,0.41
4928,753,2025-01-22,8,40,6,0,0.52
4929,781,2025-02-19,12,24,8,5,0.65
4930,1025,2025-10-21,12,22,5,4,0.44
4931,546,2024-06-29,12,30,7,5,0.62
4932,79,2023-03-20,2,4,4,1,0.59
4933,334,2023-11-30,10,6,4,0,0.75
4934,889,2025-06-07,9,38,7,1,0.43
4935,502,2024-05-16,1,26,8,0,0.8
4936,765,2025-02-03,4,19,6,5,0.12
4937,921,2025-07-09,14,2,6,5,0.82
4938,550,2024-07-03,16,4,4,4,0.86
4939,14,2023-01-14,18,5,6,2,0.43
4940,392,2024-01-27,2,35,4,4,0.86
4941,310,2023-11-06,6,29,3,5,0.79
4942,386,2024-01-21,3,16,4,1,0.15
4943,974,2025-08-31,20,12,3,1,0.62
4944,340,2023-12-06,19,21,7,5,0.83
4945,597,2024-08-19,13,9,3,3,0.26
4946,757,2025-01-26,17,11,5,5,0.84
4947,1046,2025-11-11,14,8,8,2,0.27
4948,291,2023-10-18,11,26,6,4,0.61
4949,306,2023-11-02,16,32,3,5,0.4
4950,634,2024-09-25,11,39,5,4,0.54
4951,625,2024-09-16,18,4,5,1,0.33
4952,939,2025-07-27,2,34,6,2,0.43
4953,848,2025-04-27,8,28,4,4,0.5
4954,442,2024-03-17,14,25,5,2,0.5
4955,503,2024-05-17,2,35,8,2,0.9
4956,130,2023-05-10,13,19,3,4,0.78
4957,597,2024-08-19,10,35,6,5,0.22
4958,862,2025-05-11,8,39,3,2,0.87
4959,593,2024-08-15,7,29,4,5,0.55
4960,999,2025-09-25,13,14,6,0,0.59
4961,325,2023-11-21,19,21,5,1,0.32
4962,1093,2025-12-28,15,36,3,2,0.34
4963,448,2024-03-23,2,38,8,2,0.21
4964,819,2025-03-29,5,14,3,0,0.76
4965,709,2024-12-09,19,40,8,3,0.49
4966,265,2023-09-22,1,15,5,2,0.18
4967,612,2024-09-03,7,30,5,4,0.46
4968,832,2025-04-11,18,12,4,5,0.37
4969,674,2024-11-04,1,5,4,5,0.65
4970,157,2023-06-06,1,27,5,3,0.25
4971,251,2023-09-08,7,15,6,5,0.85
4972,878,2025-05-27,17,26,5,5,0.72
4973,530,2024-06-13,6,9,5,5,0.41
4974,327,2023-11-23,20,40,7,3,0.25
4975,961,2025-08-18,12,40,6,0,0.71
4976,895,2025-06-13,20,35,6,4,0.19
4977,97,2023-04-07,15,13,8,5,0.17
4978,513,2024-05-27,13,33,4,3,0.64
4979,216,2023-08-04,12,34,4,2,0.26
4980,125,2023-05-05,2,4,4,0,0.61
4981,59,2023-02-28,18,13,3,0,0.38
4982,161,2023-06-10,4,10,6,0,0.18
4983,284,2023-10-11,10,1,7,5,0.6
4984,106,2023-04-16,11,11,4,1,0.62
4985,228,2023-08-16,6,9,4,3,0.53
4986,318,2023-11-14,6,38,4,5,0.38
4987,802,2025-03-12,9,23,4,4,0.83
4988,874,2025-05-23,20,13,4,4,0.64
4989,472,2024-04-16,13,5,3,1,0.54
4990,1080,2025-12-15,5,25,7,5,0.48
4991,625,2024-09-16,6,10,6,2,0.77
4992,13,2023-01-13,4,5,7,3,0.87
4993,1042,2025-11-07,6,22,5,0,0.55
4994,694,2024-11-24,18,25,8,1,0.14
4995,973,2025-08-30,13,37,6,1,0.49
4996,113,2023-04-23,3,20,4,3,0.62
4997,229,2023-08-17,10,28,5,4,0.75
4998,171,2023-06-20,4,21,8,5,0.35
4999,295,2023-10-22,15,11,5,3,0.64
5000,189,2023-07-08,12,29,5,4,0.14
5001,426,2024-03-01,15,5,5,3,0.38
5002,977,2025-09-03,10,37,4,4,0.34
5003,658,2024-10-19,12,5,8,5,0.17
5004,919,2025-07-07,8,33,5,1,0.66
5005,499,2024-05-13,3,36,7,4,0.39
5006,762,2025-01-31,7,8,4,3,0.27
5007,866,2025-05-15,18,6,5,2,0.22
5008,826,2025-04-05,3,15,5,3,0.82
5009,71,2023-03-12,15,15,7,1,0.21
5010,248,2023-09-05,2,9,8,4,0.79
5011,146,2023-05-26,15,5,3,4,0.52
5012,582,2024-08-04,13,26,3,4,0.12
5013,470,2024-04-14,20,23,7,1,0.87
5014,193,2023-07-12,10,16,8,5,0.54
5015,1092,2025-12-27,8,39,3,3,0.35
5016,494,2024-05-08,16,35,6,4,0.31
5017,52,2023-02-21,16,10,8,2,0.35
5018,882,2025-05-31,2,27,6,5,0.27
5019,363,2023-12-29,9,16,8,2,0.3
5020,917,2025-07-05,8,21,6,0,0.4
5021,474,2024-04-18,11,12,3,2,0.52
5022,521,2024-06-04,1,9,6,0,0.68
5023,691,2024-11-21,11,16,6,4,0.34
5024,532,2024-06-15,18,9,3,1,0.21
5025,840,2025-04-19,15,29,7,1,0.12
5026,1089,2025-12-24,9,23,8,1,0.4
5027,241,2023-08-29,9,39,4,4,0.73
5028,536,2024-06-19,1,24,6,4,0.36
5029,83,2023-03-24,7,22,8,3,0.27
5030,982,2025-09-08,12,31,3,5,0.83
5031,951,2025-08-08,10,10,4,2,0.63
5032,611,2024-09-02,19,27,4,4,0.88
5033,574,2024-07-27,16,34,8,2,0.55
5034,286,2023-10-13,6,39,5,1,0.53
5035,989,2025-09-15,11,24,4,2,0.88
5036,459,2024-04-03,19,21,6,3,0.59
5037,126,2023-05-06,19,15,7,1,0.51
5038,425,2024-02-29,18,17,8,2,0.29
5039,554,2024-07-07,15,19,6,3,0.41
5040,610,2024-09-01,16,25,5,5,0.55
5041,112,2023-04-22,14,40,4,2,0.55
5042,402,2024-02-06,8,22,8,3,0.46
5043,122,2023-05-02,8,14,5,2,0.65
5044,273,2023-09-30,2,28,6,1,0.23
5045,398,2024-02-02,6,12,6,1,0.79
5046,471,2024-04-15,13,27,6,0,0.69
5047,985,2025-09-11,13,24,7,3,0.76
5048,569,2024-07-22,12,22,6,2,0.13
5049,897,2025-06-15,2,39,6,5,0.73
5050,820,2025-03-30,20,39,4,2,0.69
5051,853,2025-05-02,12,36,8,2,0.12
5052,710,2024-12-10,17,23,8,4,0.46
5053,321,2023-11-17,6,8,8,3,0.34
5054,179,2023-06-28,7,28,7,2,0.3
5055,897,2025-06-15,6,29,8,0,0.23
5056,219,2023-08-07,4,15,4,1,0.3
5057,789,2025-02-27,9,39,5,4,0.71
5058,492,2024-05-06,5,8,3,4,0.83
5059,61,2023-03-02,10,28,8,1,0.38
5060,1078,2025-12-13,15,33,4,5,0.33
5061,538,2024-06-21,8,11,8,5,0.33
5062,848,2025-04-27,4,37,7,4,0.53
5063,988,2025-09-14,5,25,4,0,0.14
5064,65,2023-03-06,7,34,3,0,0.56
5065,586,2024-08-08,6,22,4,1,0.84
5066,171,2023-06-20,13,2,8,3,0.49
5067,535,2024-06-18,19,16,8,5,0.42
5068,693,2024-11-23,10,11,3,4,0.13
5069,108,2023-04-18,15,14,7,2,0.54
5070,814,2025-03-24,3,32,4,5,0.21
5071,1005,2025-10-01,18,22,7,2,0.47
5072,452,2024-03-27,14,5,7,0,0.35
5073,590,2024-08-12,3,36,5,3,0.31
5074,1040,2025-11-05,11,23,5,3,0.87
5075,327,2023-11-23,10,19,4,5,0.73
5076,608,2024-08-30,17,29,4,4,0.2
5077,659,2024-10-20,13,23,8,5,0.35
5078,2,2023-01-02,2,9,8,4,0.66
5079,1034,2025-10-30,13,18,7,1,0.76
5080,434,2024-03-09,19,31,5,0,0.52
5081,125,2023-05-05,5,37,4,1,0.82
5082,485,2024-04-29,16,17,4,1,0.39
5083,652,2024-10-13,10,18,4,3,0.16
5084,800,2025-03-10,12,27,5,4,0.85
5085,873,2025-05-22,20,21,4,2,0.43
5086,129,2023-05-09,13,1,7,1,0.12
5087,438,2024-03-13,16,32,4,0,0.68
5088,751,2025-01-20,1,14,6,1,0.3
5089,501,2024-05-15,9,14,8,2,0.17
5090,1082,2025-12-17,16,33,3,2,0.78
5091,211,2023-07-30,19,36,7,0,0.29
5092,902,2025-06-20,15,39,4,5,0.53
5093,45,2023-02-14,18,12,6,2,0.59
5094,535,2024-06-18,12,25,5,2,0.86
5095,461,2024-04-05,14,15,7,5,0.42
5096,391,2024-01-26,3,20,7,2,0.5
5097,1068,2025-12-03,4,34,4,1,0.34
5098,27,2023-01-27,6,14,5,0,0.47
5099,794,2025-03-04,16,30,4,1,0.11
5100,975,2025-09-01,13,13,6,5,0.79
5101,548,2024-07-01,12,14,3,0,0.15
5102,621,2024-09-12,12,29,8,2,0.3
5103,567,2024-07-20,2,26,8,2,0.68
5104,704,2024-12-04,13,3,5,4,0.61
5105,185,2023-07-04,3,25,3,2,0.7
5106,1093,2025-12-28,13,27,6,0,0.5
5107,848,2025-04-27,2,40,7,3,0.84
5108,599,2024-08-21,19,16,6,0,0.86
5109,806,2025-03-16,9,38,8,2,0.71
5110,79,2023-03-20,20,11,3,2,0.36
5111,579,2024-08-01,1,29,5,3,0.13
5112,413,2024-02-17,13,24,4,2,0.54
5113,546,2024-06-29,2,29,3,4,0.11
5114,169,2023-06-18,15,34,5,3,0.75
5115,681,2024-11-11,19,11,3,1,0.57
5116,583,2024-08-05,16,20,8,5,0.6
5117,515,2024-05-29,11,20,7,4,0.15
5118,32,2023-02-01,15,9,8,0,0.57
5119,287,2023-10-14,6,23,7,5,0.24
5120,594,2024-08-16,14,36,4,5,0.42
5121,1067,2025-12-02,6,27,7,4,0.36
5122,617,2024-09-08,19,24,6,4,0.3
5123,1025,2025-10-21,5,40,8,2,0.46
5124,270,2023-09-27,11,25,8,1,0.71
5125,518,2024-06-01,4,25,8,3,0.29
5126,1034,2025-10-30,9,33,4,5,0.51
5127,583,2024-08-05,9,31,8,4,0.39
5128,226,2023-08-14,17,10,3,5,0.62
5129,670,2024-10-31,8,39,8,2,0.55
5130,917,2025-07-05,15,15,6,4,0.62
5131,126,2023-05-06,9,1,5,1,0.89
5132,956,2025-08-13,5,16,3,3,0.51
5133,74,2023-03-15,4,21,8,2,0.18
5134,56,2023-02-25,20,2,8,4,0.14
5135,720,2024-12-20,18,3,8,1,0.14
5136,553,2024-07-06,9,15,7,0,0.38
5137,32,2023-02-01,3,32,3,0,0.68
5138,574,2024-07-27,9,27,7,1,0.77
5139,667,2024-10-28,9,36,6,5,0.58
5140,284,2023-10-11,4,35,8,3,0.48
5141,187,2023-07-06,7,39,6,4,0.78
5142,498,2024-05-12,7,24,6,4,0.15
5143,130,2023-05-10,8,8,8,1,0.36
5144,639,2024-09-30,1,7,4,4,0.15
5145,114,2023-04-24,9,4,7,3,0.84
5146,13,2023-01-13,12,30,3,1,0.17
5147,444,2024-03-19,6,10,8,5,0.87
5148,447,2024-03-22,13,25,3,0,0.68
5149,986,2025-09-12,5,32,3,0,0.5
5150,993,2025-09-19,19,32,4,2,0.35
5151,715,2024-12-15,1,32,4,5,0.53
5152,74,2023-03-15,18,10,7,5,0.61
5153,537,2024-06-20,8,9,4,0,0.49
5154,101,2023-04-11,8,25,8,4,0.83
5155,176,2023-06-25,15,25,6,3,0.21
5156,427,2024-03-02,19,16,3,3,0.2
5157,41,2023-02-10,10,16,6,2,0.72
5158,429,2024-03-04,16,30,4,5,0.55
5159,344,2023-12-10,11,38,3,4,0.42
5160,366,2024-01-01,12,5,5,5,0.76
5161,609,2024-08-31,16,7,6,1,0.85
5162,657,2024-10-18,16,13,5,2,0.52
5163,728,2024-12-28,20,8,7,4,0.55
5164,229,2023-08-17,3,33,8,1,0.14
5165,825,2025-04-04,9,10,6,0,0.5
5166,889,2025-06-07,8,20,3,0,0.12
5167,984,2025-09-10,10,32,3,1,0.42
5168,836,2025-04-15,13,29,8,2,0.87
5169,117,2023-04-27,18,1,5,1,0.71
5170,818,2025-03-28,13,27,3,5,0.69
5171,368,2024-01-03,13,20,8,4,0.73
5172,168,2023-06-17,15,14,6,5,0.78
5173,954,2025-08-11,13,15,4,5,0.13
5174,661,2024-10-22,16,6,4,1,0.8
5175,695,2024-11-25,8,2,8,4,0.72
5176,925,2025-07-13,19,29,3,4,0.65
5177,152,2023-06-01,10,39,7,0,0.42
5178,586,2024-08-08,12,32,6,4,0.34
5179,913,2025-07-01,14,5,7,3,0.25
5180,274,2023-10-01,6,22,5,5,0.37
5181,496,2024-05-10,9,28,8,0,0.8
5182,101,2023-04-11,7,32,3,5,0.15
5183,557,2024-07-10,6,29,8,0,0.68
5184,73,2023-03-14,1,40,5,1,0.17
5185,1038,2025-11-03,14,3,7,4,0.19
5186,157,2023-06-06,6,31,6,5,0.26
5187,735,2025-01-04,12,13,7,1,0.64
5188,132,2023-05-12,17,6,4,4,0.78
5189,1019,2025-10-15,5,21,7,0,0.21
5190,559,2024-07-12,11,14,7,3,0.29
5191,107,2023-04-17,5,25,7,5,0.61
5192,265,2023-09-22,12,7,7,0,0.46
5193,155,2023-06-04,3,22,6,2,0.61
5194,988,2025-09-14,9,32,3,1,0.23
5195,997,2025-09-23,6,32,6,3,0.47
5196,247,2023-09-04,2,30,8,1,0.37
5197,531,2024-06-14,2,17,5,4,0.45
5198,858,2025-05-07,12,40,4,1,0.34
